id,label,name
activity_Senso-ji Tapınağı,Activity,Senso-ji Tapınağı
activity_Nakamise Alışveriş Caddesi,Activity,Nakamise Alışveriş Caddesi
activity_Meiji Shrine,Activity,Meiji Shrine
activity_Takeshita Street,Activity,Takeshita Street
activity_Omotesando,Activity,Omotesando
activity_TeamLab Planets,Activity,TeamLab Planets
activity_Ginza,Activity,Ginza
activity_Hakone Açık Hava Müzesi,Activity,Hakone Açık Hava Müzesi
activity_Picasso Pavilion,Activity,Picasso Pavilion
activity_Hakone Teleferiği,Activity,Hakone Teleferiği
activity_Owakudani Vadisi,Activity,Owakudani Vadisi
activity_Ashinoko Tekne Gezisi,Activity,Ashinoko Tekne Gezisi
activity_Kiyomizu Tapınağı,Activity,Kiyomizu Tapınağı
activity_Kinkaku-ji,Activity,Kinkaku-ji
activity_Geisha & Maiko Gösterisi,Activity,Geisha & Maiko Gösterisi
activity_Nara Park,Activity,Nara Park
activity_Kasuga Taisha,Activity,Kasuga Taisha
activity_Tenryu-ji Tapınağı,Activity,Tenryu-ji Tapınağı
activity_Monkey Park Iwatayama,Activity,Monkey Park Iwatayama
activity_Teshima Yokoo Evi,Activity,Teshima Yokoo Evi
trip_ARLES TURU 03 – 06 EKİM_NA_25,Trip,ARLES TURU 03 – 06 EKİM
city_Arles,City,Arles
city_Avignon,City,Avignon
city_Les Baux-de-Provence,City,Les Baux-de-Provence
city_L'Isle-sur-la-Sorgue,City,L'Isle-sur-la-Sorgue
restaurant_Restaurant L'Oriel,Restaurant,Restaurant L'Oriel
restaurant_Café Tadoa Ando,Restaurant,Café Tadoa Ando
restaurant_La Taula Gallici's Gourmet Restaurant,Restaurant,La Taula Gallici's Gourmet Restaurant
activity_LUMA Müzesi,Activity,LUMA Müzesi
activity_Van Gogh Müzesi,Activity,Van Gogh Müzesi
activity_Art Tour,Activity,Art Tour
activity_Avignon Gezisi,Activity,Avignon Gezisi
activity_Chateau Estoublon,Activity,Chateau Estoublon
activity_Les Baux-de-Provence Gezisi,Activity,Les Baux-de-Provence Gezisi
activity_L'Isle-sur-la-Sorgue Gezisi,Activity,L'Isle-sur-la-Sorgue Gezisi
trip_PUGLIA TURU 07 – 11 EKİM_NA_26,Trip,PUGLIA TURU 07 – 11 EKİM
city_Bari,City,Bari
city_Alberobello,City,Alberobello
city_Matera,City,Matera
city_Monopoli,City,Monopoli
city_Polignano a Mare,City,Polignano a Mare
city_Lecce,City,Lecce
hotel_Canne Bianche Lifestyle & Hotel,Hotel,Canne Bianche Lifestyle & Hotel
activity_Alberobello Trulli Evleri,Activity,Alberobello Trulli Evleri
activity_Matera Gezisi,Activity,Matera Gezisi
activity_Monopoli Gezisi,Activity,Monopoli Gezisi
activity_Polignano a Mare Gezisi,Activity,Polignano a Mare Gezisi
activity_Lecce Şehir Gezisi,Activity,Lecce Şehir Gezisi
activity_Santa Croce Bazilikası,Activity,Santa Croce Bazilikası
activity_San Giuseppe Kilisesi,Activity,San Giuseppe Kilisesi
activity_Palazzo dei Celestini,Activity,Palazzo dei Celestini
activity_Sant'Oronzo Meydanı,Activity,Sant'Oronzo Meydanı
activity_Antik Roma Amfitiyatrosu,Activity,Antik Roma Amfitiyatrosu
activity_Bari Şehir Gezisi,Activity,Bari Şehir Gezisi
activity_Saint Nicholas Bazilikası,Activity,Saint Nicholas Bazilikası
activity_San Sabino Katedrali,Activity,San Sabino Katedrali
activity_Hohenstaufen Kalesi,Activity,Hohenstaufen Kalesi
activity_Old Town,Activity,Old Town
activity_Strada delle Orecchiette,Activity,Strada delle Orecchiette
trip_PROVENCE TURU 4 – 7 MAYIS_NA_27,Trip,PROVENCE TURU 4 – 7 MAYIS
city_Provence,City,Provence
city_L’Isle-sur-la-Sorgue,City,L’Isle-sur-la-Sorgue
city_Roussillon,City,Roussillon
city_Gordes,City,Gordes
city_Saint-Rémy-de-Provence,City,Saint-Rémy-de-Provence
restaurant_Tadao Ando Café Restaurant,Restaurant,Tadao Ando Café Restaurant
restaurant_Chateau d’Estoublon,Restaurant,Chateau d’Estoublon
activity_Chateau La Coste Art Tour,Activity,Chateau La Coste Art Tour
activity_L’Isle-sur-la-Sorgue Gezisi,Activity,L’Isle-sur-la-Sorgue Gezisi
activity_Roussillon Gezisi,Activity,Roussillon Gezisi
activity_Gordes Gezisi,Activity,Gordes Gezisi
activity_Saint-Rémy-de-Provence Gezisi,Activity,Saint-Rémy-de-Provence Gezisi
activity_Arles Gezisi,Activity,Arles Gezisi
trip_59. Venedik Bienali_23 Eylül 2022_28,Trip,59. Venedik Bienali
date_start_23 Eylül 2022,DateStart,23 Eylül 2022
date_end_25 Eylül 2022,DateEnd,25 Eylül 2022
highlight_Bienal,Highlight,Bienal
highlight_Sanat,Highlight,Sanat
highlight_Venedik,Highlight,Venedik
highlight_İtalya,Highlight,İtalya
restaurant_Trattoria Alla Madonna,Restaurant,Trattoria Alla Madonna
activity_Peggy Guggenheim Müzesi,Activity,Peggy Guggenheim Müzesi
activity_Galleria dell’Accademia,Activity,Galleria dell’Accademia
activity_Palazzo Manfrin,Activity,Palazzo Manfrin
activity_Giardini Bienali,Activity,Giardini Bienali
trip_Dubai Programı_26 Nisan 2025_29,Trip,Dubai Programı
country_Birleşik Arap Emirlikleri,Country,Birleşik Arap Emirlikleri
date_start_26 Nisan 2025,DateStart,26 Nisan 2025
date_end_30 Nisan 2025,DateEnd,30 Nisan 2025
highlight_Dubai,Highlight,Dubai
highlight_BAE,Highlight,BAE
highlight_Müze,Highlight,Müze
highlight_Alışveriş,Highlight,Alışveriş
highlight_Modern Mimari,Highlight,Modern Mimari
city_Dubai,City,Dubai
restaurant_Nobu Restaurant - Atlantis the Palm,Restaurant,Nobu Restaurant - Atlantis the Palm
hotel_Atlantis The Royal,Hotel,Atlantis The Royal
activity_Dubai Creek – Old Town,Activity,Dubai Creek – Old Town
activity_Museum of the Future,Activity,Museum of the Future
activity_Dubai Mall,Activity,Dubai Mall
trip_İzmir’in En Güzel Köyleri - Şirince & Urla_26 Mart 2022_30,Trip,İzmir’in En Güzel Köyleri - Şirince & Urla
date_start_26 Mart 2022,DateStart,26 Mart 2022
date_end_30 Mart 2022,DateEnd,30 Mart 2022
highlight_Şirince,Highlight,Şirince
highlight_Urla,Highlight,Urla
highlight_İzmir,Highlight,İzmir
highlight_Türkiye,Highlight,Türkiye
highlight_Köy Gezisi,Highlight,Köy Gezisi
highlight_Şarap,Highlight,Şarap
city_Urla,City,Urla
restaurant_Artemis Restaurant ve Şarapevi,Restaurant,Artemis Restaurant ve Şarapevi
restaurant_Yengeç Restoran - Urla İskele,Restaurant,Yengeç Restoran - Urla İskele
hotel_Güllü Konak,Hotel,Güllü Konak
activity_Şirince Çarşısı,Activity,Şirince Çarşısı
activity_Aziz John Baptist Kilisesi,Activity,Aziz John Baptist Kilisesi
activity_Hodri Meydan Kulesi,Activity,Hodri Meydan Kulesi
activity_Şarap Mahzenleri,Activity,Şarap Mahzenleri
activity_Nesin Matematik Köyü,Activity,Nesin Matematik Köyü
activity_Key Museum,Activity,Key Museum
activity_Urla Sanat Sokağı,Activity,Urla Sanat Sokağı
activity_Necati Cumali Anı Evi,Activity,Necati Cumali Anı Evi
activity_Yorgo Seferis’in doğduğu ev,Activity,Yorgo Seferis’in doğduğu ev
activity_Tanju Okan Parkı,Activity,Tanju Okan Parkı
activity_Malgaca Pazarı,Activity,Malgaca Pazarı
trip_Toskana Gezisi_27 Mart 2025_31,Trip,Toskana Gezisi
date_start_27 Mart 2025,DateStart,27 Mart 2025
date_end_02 Nisan 2025,DateEnd,02 Nisan 2025
highlight_Toskana,Highlight,Toskana
highlight_Floransa,Highlight,Floransa
highlight_Katedral,Highlight,Katedral
highlight_Siena,Highlight,Siena
highlight_San Gimignano,Highlight,San Gimignano
city_Bologna,City,Bologna
city_Floransa,City,Floransa
city_Chianti,City,Chianti
city_San Gimignano,City,San Gimignano
city_Siena,City,Siena
city_Cortona,City,Cortona
city_Orvieto,City,Orvieto
city_Roma,City,Roma
restaurant_Buca Mario,Restaurant,Buca Mario
restaurant_Osteria delle Tre Panche,Restaurant,Osteria delle Tre Panche
restaurant_Ristorante Storico Sabatini,Restaurant,Ristorante Storico Sabatini
restaurant_Buca Lapi,Restaurant,Buca Lapi
restaurant_Antico Ristorante Paoli 1827,Restaurant,Antico Ristorante Paoli 1827
hotel_Hotel Cerretani Firenze – Mgallery,Hotel,Hotel Cerretani Firenze – Mgallery
activity_Santa Maria del Fiore Katedrali,Activity,Santa Maria del Fiore Katedrali
activity_Vaftizhane (Battistero di San Giovanni),Activity,Vaftizhane (Battistero di San Giovanni)
activity_Piazza della Signoria,Activity,Piazza della Signoria
activity_Palazzo Vecchio,Activity,Palazzo Vecchio
activity_Uffizi Galerisi,Activity,Uffizi Galerisi
activity_Antinori nel Chianti Classico Şaraphanesi,Activity,Antinori nel Chianti Classico Şaraphanesi
activity_San Gimignano UNESCO Dünya Mirası,Activity,San Gimignano UNESCO Dünya Mirası
activity_Siena Şehir Merkezi,Activity,Siena Şehir Merkezi
activity_Cortona Tarihi Sokaklar,Activity,Cortona Tarihi Sokaklar
activity_Orvieto Katedrali,Activity,Orvieto Katedrali
activity_Orvieto Yer Altı Tünelleri,Activity,Orvieto Yer Altı Tünelleri
trip_Avustralya – Yeni Zelanda_27 Mart 2025_32,Trip,Avustralya – Yeni Zelanda
date_end_07 Nisan 2025,DateEnd,07 Nisan 2025
highlight_Sydney,Highlight,Sydney
highlight_Avustralya,Highlight,Avustralya
highlight_Yeni Zelanda,Highlight,Yeni Zelanda
highlight_Opera Binası,Highlight,Opera Binası
highlight_Plaj,Highlight,Plaj
city_Melbourne,City,Melbourne
hotel_Park Hyatt Sydney,Hotel,Park Hyatt Sydney
activity_The Rocks,Activity,The Rocks
activity_Botanik Bahçeleri - Sydney,Activity,Botanik Bahçeleri - Sydney
activity_Macquarie Caddesi,Activity,Macquarie Caddesi
activity_Hyde Park,Activity,Hyde Park
activity_St. Mary Katedrali,Activity,St. Mary Katedrali
activity_Mrs Macquarie’s Chair,Activity,Mrs Macquarie’s Chair
activity_Sydney Opera Binası,Activity,Sydney Opera Binası
activity_Sydney Köprüsü,Activity,Sydney Köprüsü
activity_Bondi Plajı,Activity,Bondi Plajı
activity_Oxford Caddesi,Activity,Oxford Caddesi
activity_Paddington,Activity,Paddington
trip_Hindistan Gezisi_27 Şubat 2024_33,Trip,Hindistan Gezisi
country_Hindistan,Country,Hindistan
date_start_27 Şubat 2024,DateStart,27 Şubat 2024
date_end_07 Mart 2024,DateEnd,07 Mart 2024
highlight_Hindistan,Highlight,Hindistan
highlight_Varanasi,Highlight,Varanasi
highlight_Jaipur,Highlight,Jaipur
highlight_Udaipur,Highlight,Udaipur
highlight_Delhi,Highlight,Delhi
highlight_Tapınak,Highlight,Tapınak
highlight_Saray,Highlight,Saray
highlight_Kale,Highlight,Kale
city_Varanasi,City,Varanasi
city_Jaipur,City,Jaipur
city_Udaipur,City,Udaipur
city_Delhi,City,Delhi
restaurant_Udayan Terrace,Restaurant,Udayan Terrace
restaurant_Neelkamal Restaurant,Restaurant,Neelkamal Restaurant
restaurant_Spice Route,Restaurant,Spice Route
restaurant_Bukhara - ITC Maurya Hotel,Restaurant,Bukhara - ITC Maurya Hotel
restaurant_City Palace Özel Akşam Yemeği,Restaurant,City Palace Özel Akşam Yemeği
restaurant_Mewar Terrace,Restaurant,Mewar Terrace
hotel_Brijrama Palace,Hotel,Brijrama Palace
hotel_Rambagh Palace,Hotel,Rambagh Palace
hotel_Taj Lake Palace,Hotel,Taj Lake Palace
activity_Ganj Nehri Aarti Töreni,Activity,Ganj Nehri Aarti Töreni
activity_Kashi Vishwanath Tapınağı,Activity,Kashi Vishwanath Tapınağı
activity_Sarnath,Activity,Sarnath
activity_Amber Fort,Activity,Amber Fort
activity_City Palace - Jaipur,Activity,City Palace - Jaipur
activity_Hawa Mahal,Activity,Hawa Mahal
activity_Jantar Mantar,Activity,Jantar Mantar
activity_City Palace - Udaipur,Activity,City Palace - Udaipur
activity_Crystal Gallery,Activity,Crystal Gallery
activity_Pichola Gölü,Activity,Pichola Gölü
activity_Muson Sarayı,Activity,Muson Sarayı
activity_Humayun’un Mezarı,Activity,Humayun’un Mezarı
activity_Cumhurbaşkanlığı Sarayı,Activity,Cumhurbaşkanlığı Sarayı
activity_Hindistan Kapısı,Activity,Hindistan Kapısı
activity_Jama Mescidi,Activity,Jama Mescidi
activity_Chandni Chowk,Activity,Chandni Chowk
activity_Laxmi Narayan Tapınağı,Activity,Laxmi Narayan Tapınağı
trip_Meksika Gezisi_28 Mart 2025_34,Trip,Meksika Gezisi
country_Meksika,Country,Meksika
date_start_28 Mart 2025,DateStart,28 Mart 2025
date_end_03 Nisan 2025,DateEnd,03 Nisan 2025
highlight_Meksika,Highlight,Meksika
highlight_Mexico City,Highlight,Mexico City
highlight_Mérida,Highlight,Mérida
highlight_Chichen Itza,Highlight,Chichen Itza
highlight_Cancún,Highlight,Cancún
highlight_Aztek,Highlight,Aztek
highlight_Maya,Highlight,Maya
highlight_Kolonyal Mimari,Highlight,Kolonyal Mimari
city_Mexico City,City,Mexico City
city_Mérida,City,Mérida
city_Chichen Itza,City,Chichen Itza
city_Cancún,City,Cancún
restaurant_Göl kenarında özel yemek,Restaurant,Göl kenarında özel yemek
restaurant_Woodend Restaurant,Restaurant,Woodend Restaurant
restaurant_Ixi’im,Restaurant,Ixi’im
restaurant_Ki’ol,Restaurant,Ki’ol
hotel_The St. Regis Mexico City,Hotel,The St. Regis Mexico City
activity_Centro Histórico,Activity,Centro Histórico
activity_Zócalo Meydanı,Activity,Zócalo Meydanı
activity_Templo Mayor,Activity,Templo Mayor
activity_Palacio de Bellas Artes,Activity,Palacio de Bellas Artes
activity_Plaza Manuel Tolsá,Activity,Plaza Manuel Tolsá
activity_Antropoloji Müzesi,Activity,Antropoloji Müzesi
activity_Coyoacán & Frida Kahlo Müzesi,Activity,Coyoacán & Frida Kahlo Müzesi
activity_Polanco,Activity,Polanco
activity_Chichen Itza,Activity,Chichen Itza
activity_Kukulkan Piramidi,Activity,Kukulkan Piramidi
activity_Plaza Grande,Activity,Plaza Grande
activity_San Ildefonso Katedrali,Activity,San Ildefonso Katedrali
activity_Parque de Santa Lucía,Activity,Parque de Santa Lucía
activity_Iglesia de Santa Lucía,Activity,Iglesia de Santa Lucía
activity_Tekila & Mezcal Tadımı,Activity,Tekila & Mezcal Tadımı
trip_Sicilya Gezisi_28 Nisan 2025_35,Trip,Sicilya Gezisi
date_start_28 Nisan 2025,DateStart,28 Nisan 2025
date_end_03 Mayıs 2025,DateEnd,03 Mayıs 2025
highlight_Sicilya,Highlight,Sicilya
highlight_Taormina,Highlight,Taormina
highlight_Etna,Highlight,Etna
highlight_Ortigia,Highlight,Ortigia
highlight_Ragusa,Highlight,Ragusa
highlight_Palermo,Highlight,Palermo
highlight_Barok Mimari,Highlight,Barok Mimari
city_Katanya,City,Katanya
city_Taormina,City,Taormina
city_Savoca,City,Savoca
city_Forza d’Agrò,City,Forza d’Agrò
city_Syracuse,City,Syracuse
city_Ragusa,City,Ragusa
city_Palermo,City,Palermo
restaurant_Osteria Rosso Divino,Restaurant,Osteria Rosso Divino
restaurant_Doba Restaurant and Terrace,Restaurant,Doba Restaurant and Terrace
hotel_Hotel Metropole Taormina,Hotel,Hotel Metropole Taormina
activity_Corso Umberto,Activity,Corso Umberto
activity_Piazza IX Aprile,Activity,Piazza IX Aprile
activity_Porta Messina,Activity,Porta Messina
activity_Porta Catania,Activity,Porta Catania
activity_Teatro Greco,Activity,Teatro Greco
activity_Villa Comunale Bahçeleri,Activity,Villa Comunale Bahçeleri
activity_Bar Vitelli,Activity,Bar Vitelli
activity_Godfather Film Kilisesi - Savoca,Activity,Godfather Film Kilisesi - Savoca
activity_Forza d’Agrò Ortaçağ Köyü,Activity,Forza d’Agrò Ortaçağ Köyü
activity_Piazza del Municipio - Forza d’Agrò,Activity,Piazza del Municipio - Forza d’Agrò
activity_Etna Yanardağı,Activity,Etna Yanardağı
activity_Ortigia Adası,Activity,Ortigia Adası
activity_Ortigia Meydanı,Activity,Ortigia Meydanı
activity_Syracuse Katedrali,Activity,Syracuse Katedrali
activity_Arethusa Çeşmesi,Activity,Arethusa Çeşmesi
activity_Ragusa Ibla,Activity,Ragusa Ibla
activity_Cattedrale di San Giovanni Battista,Activity,Cattedrale di San Giovanni Battista
activity_Chiesa di Santa Maria delle Scale,Activity,Chiesa di Santa Maria delle Scale
activity_Palazzo della Cancelleria,Activity,Palazzo della Cancelleria
activity_Chiesa Anime Sante del Purgatorio,Activity,Chiesa Anime Sante del Purgatorio
activity_Duomo di San Giorgio,Activity,Duomo di San Giorgio
activity_Giardini Iblei,Activity,Giardini Iblei
activity_Santa Maria dello Spasimo Kilisesi,Activity,Santa Maria dello Spasimo Kilisesi
trip_Porto Gezisi_28 Nisan 2023_36,Trip,Porto Gezisi
country_Portekiz,Country,Portekiz
date_start_28 Nisan 2023,DateStart,28 Nisan 2023
date_end_01 Mayıs 2023,DateEnd,01 Mayıs 2023
highlight_Porto,Highlight,Porto
highlight_Portekiz,Highlight,Portekiz
highlight_Douro Nehri,Highlight,Douro Nehri
highlight_Katedraller,Highlight,Katedraller
city_Porto,City,Porto
restaurant_Enoteca 1756 Restaurant,Restaurant,Enoteca 1756 Restaurant
restaurant_Marisqueira A Antiga,Restaurant,Marisqueira A Antiga
restaurant_Casa de Chá de Boa Nova,Restaurant,Casa de Chá de Boa Nova
restaurant_Vinum Restaurant & Wine Bar,Restaurant,Vinum Restaurant & Wine Bar
hotel_Maison Albar Hotels Le Monumental Palace,Hotel,Maison Albar Hotels Le Monumental Palace
activity_Tuktuk Gezisi & Rehberli Yürüyüş Turu,Activity,Tuktuk Gezisi & Rehberli Yürüyüş Turu
activity_Boavista,Activity,Boavista
activity_Foz do Douro,Activity,Foz do Douro
activity_São Francisco Kilisesi,Activity,São Francisco Kilisesi
activity_Palácio da Bolsa,Activity,Palácio da Bolsa
activity_São Bento Tren İstasyonu,Activity,São Bento Tren İstasyonu
activity_Porto Katedrali,Activity,Porto Katedrali
activity_Liberdade Meydanı,Activity,Liberdade Meydanı
activity_Batalha Meydanı,Activity,Batalha Meydanı
activity_Ribeira Bölgesi,Activity,Ribeira Bölgesi
activity_Torre dos Clérigos,Activity,Torre dos Clérigos
activity_Santa Catarina Caddesi,Activity,Santa Catarina Caddesi
activity_Lello Kütüphanesi,Activity,Lello Kütüphanesi
activity_Serralves Müzesi,Activity,Serralves Müzesi
activity_Six Bridges Tekne Turu,Activity,Six Bridges Tekne Turu
activity_Gaia Şarap Evleri,Activity,Gaia Şarap Evleri
activity_Churchill Graham Şaraphanesi,Activity,Churchill Graham Şaraphanesi
trip_Kahire Gezisi_28 Mart 2025_37,Trip,Kahire Gezisi
date_end_31 Mart 2025,DateEnd,31 Mart 2025
highlight_Mısır,Highlight,Mısır
highlight_Kahire,Highlight,Kahire
highlight_Piramitler,Highlight,Piramitler
highlight_Sfenks,Highlight,Sfenks
highlight_Müzeler,Highlight,Müzeler
highlight_Çarşı,Highlight,Çarşı
restaurant_Riviera - Four Seasons Hotel Cairo at Nile Plaza,Restaurant,Riviera - Four Seasons Hotel Cairo at Nile Plaza
hotel_Four Seasons Hotel Cairo at Nile Plaza,Hotel,Four Seasons Hotel Cairo at Nile Plaza
activity_Sfenks,Activity,Sfenks
activity_Khufu Piramidi,Activity,Khufu Piramidi
activity_Deve Gezisi - Piramitler,Activity,Deve Gezisi - Piramitler
activity_Büyük Mısır Müzesi,Activity,Büyük Mısır Müzesi
activity_Sultan Hassan Camii,Activity,Sultan Hassan Camii
activity_El Refaei Camii,Activity,El Refaei Camii
activity_Mısır Müzesi - Eski Müze,Activity,Mısır Müzesi - Eski Müze
activity_Nil Nehri Felucca Tekne Gezisi,Activity,Nil Nehri Felucca Tekne Gezisi
trip_Endülüs Gezisi_29 Ekim 2025_38,Trip,Endülüs Gezisi
date_start_29 Ekim 2025,DateStart,29 Ekim 2025
date_end_02 Kasım 2025,DateEnd,02 Kasım 2025
highlight_Endülüs,Highlight,Endülüs
highlight_İspanya,Highlight,İspanya
highlight_Granada,Highlight,Granada
highlight_Sevilla,Highlight,Sevilla
highlight_Córdoba,Highlight,Córdoba
highlight_Ronda,Highlight,Ronda
highlight_Elhamra,Highlight,Elhamra
highlight_Mezquita,Highlight,Mezquita
city_Granada,City,Granada
city_Córdoba,City,Córdoba
city_Sevilla,City,Sevilla
city_Ronda,City,Ronda
activity_Elhamra Sarayı,Activity,Elhamra Sarayı
activity_Generalife Bahçeleri,Activity,Generalife Bahçeleri
activity_Alcazaba,Activity,Alcazaba
activity_Partal,Activity,Partal
activity_Nasrid Sarayı,Activity,Nasrid Sarayı
activity_Realejo Mahallesi,Activity,Realejo Mahallesi
activity_Comendadoras de Santiago,Activity,Comendadoras de Santiago
activity_Dominicans of Santo Domingo,Activity,Dominicans of Santo Domingo
activity_Fundación Rodriguez-Acosta Sanat Müzesi,Activity,Fundación Rodriguez-Acosta Sanat Müzesi
activity_Carmen de los Mártires Bahçesi,Activity,Carmen de los Mártires Bahçesi
activity_Capilla Real,Activity,Capilla Real
activity_Las Granadas Kapısı,Activity,Las Granadas Kapısı
activity_Mezquita Camii - Córdoba,Activity,Mezquita Camii - Córdoba
activity_Alcazar Kalesi - Córdoba,Activity,Alcazar Kalesi - Córdoba
activity_Plaza Corredera - Córdoba,Activity,Plaza Corredera - Córdoba
activity_Musevi Mahallesi - Córdoba,Activity,Musevi Mahallesi - Córdoba
activity_Sevilla Katedrali,Activity,Sevilla Katedrali
activity_Giralda Kulesi,Activity,Giralda Kulesi
activity_Alcázar - Sevilla,Activity,Alcázar - Sevilla
activity_Altın Kule (Torre del Oro),Activity,Altın Kule (Torre del Oro)
activity_Maria Luisa Parkı,Activity,Maria Luisa Parkı
activity_El Alamillo Köprüsü,Activity,El Alamillo Köprüsü
activity_Puente Nuevo - Ronda,Activity,Puente Nuevo - Ronda
activity_El Tajo Kanyonu,Activity,El Tajo Kanyonu
activity_Casa del Rey Moro,Activity,Casa del Rey Moro
activity_Ronda Tarihi Sokakları,Activity,Ronda Tarihi Sokakları
activity_Plaza de Toros - Ronda,Activity,Plaza de Toros - Ronda
trip_Avustralya Gezisi_29 Kasım 2024_39,Trip,Avustralya Gezisi
date_start_29 Kasım 2024,DateStart,29 Kasım 2024
date_end_21 Aralık 2024,DateEnd,21 Aralık 2024
highlight_Melbourne,Highlight,Melbourne
highlight_Tasmanya,Highlight,Tasmanya
highlight_Opera House,Highlight,Opera House
highlight_Gold Coast,Highlight,Gold Coast
city_Ballarat,City,Ballarat
city_Hobart,City,Hobart
city_Adelaide,City,Adelaide
city_Hahndorf,City,Hahndorf
city_Barossa Valley,City,Barossa Valley
city_Brisbane,City,Brisbane
city_Surfers Paradise,City,Surfers Paradise
city_Canberra,City,Canberra
restaurant_Nehir Kenarı Restoran - Adelaide,Restaurant,Nehir Kenarı Restoran - Adelaide
restaurant_Yerel Lüks Restoran - Adelaide,Restaurant,Yerel Lüks Restoran - Adelaide
"hotel_The Tasman, a Luxury Collection Hotel, Hobart",Hotel,"The Tasman, a Luxury Collection Hotel, Hobart"
activity_Royal Exhibition Binası - Melbourne,Activity,Royal Exhibition Binası - Melbourne
activity_Sanat Galerisi - Melbourne,Activity,Sanat Galerisi - Melbourne
activity_Parlamento ve Hazine Binası - Melbourne,Activity,Parlamento ve Hazine Binası - Melbourne
activity_Fitzroy Gardens & Captain Cook’un Evi,Activity,Fitzroy Gardens & Captain Cook’un Evi
activity_Melbourne Müzesi,Activity,Melbourne Müzesi
activity_Franklin Meydanı - Hobart,Activity,Franklin Meydanı - Hobart
activity_Sullivan’s Cove,Activity,Sullivan’s Cove
activity_Anayasa Limanı - Hobart,Activity,Anayasa Limanı - Hobart
activity_Mount Wellington,Activity,Mount Wellington
activity_Alman Kasabası Hahndorf,Activity,Alman Kasabası Hahndorf
activity_Barossa Valley Şarap Bağları,Activity,Barossa Valley Şarap Bağları
activity_Brisbane Şehir Turu,Activity,Brisbane Şehir Turu
activity_Ateş Böceği Mağarası,Activity,Ateş Böceği Mağarası
activity_Surfers Paradise - Gold Coast,Activity,Surfers Paradise - Gold Coast
activity_Hyde Park Barracks - Sydney,Activity,Hyde Park Barracks - Sydney
activity_Anzac-Atatürk Anıtı,Activity,Anzac-Atatürk Anıtı
activity_Sydney Harbour Bridge,Activity,Sydney Harbour Bridge
activity_Darling Harbour,Activity,Darling Harbour
activity_Ulusal Müze - Sydney,Activity,Ulusal Müze - Sydney
activity_Sydney Opera House,Activity,Sydney Opera House
activity_Canberra Şehir Turu,Activity,Canberra Şehir Turu
trip_Barselona Gezisi_30 Mart 2025_40,Trip,Barselona Gezisi
date_start_30 Mart 2025,DateStart,30 Mart 2025
date_end_04 Nisan 2025,DateEnd,04 Nisan 2025
highlight_Barselona,Highlight,Barselona
highlight_Gaudi,Highlight,Gaudi
highlight_Sagrada Familia,Highlight,Sagrada Familia
highlight_Park Güell,Highlight,Park Güell
highlight_Girona,Highlight,Girona
city_Barselona,City,Barselona
city_Girona,City,Girona
restaurant_Maná 75,Restaurant,Maná 75
restaurant_El Tribut,Restaurant,El Tribut
restaurant_BarcelonaMilona,Restaurant,BarcelonaMilona
restaurant_Restaurant Normal,Restaurant,Restaurant Normal
hotel_Almanac Barcelona,Hotel,Almanac Barcelona
activity_La Rambla,Activity,La Rambla
activity_Sagrada Familia,Activity,Sagrada Familia
activity_Ciutadella Park,Activity,Ciutadella Park
activity_Plaza España,Activity,Plaza España
activity_Girona Gotik Katedrali,Activity,Girona Gotik Katedrali
trip_Puglia Gezisi_31 Mart 2025_41,Trip,Puglia Gezisi
date_start_31 Mart 2025,DateStart,31 Mart 2025
highlight_Puglia,Highlight,Puglia
highlight_Lecce,Highlight,Lecce
highlight_Alberobello,Highlight,Alberobello
highlight_Matera,Highlight,Matera
highlight_Napoli,Highlight,Napoli
highlight_Pompei,Highlight,Pompei
highlight_Trulli,Highlight,Trulli
city_Locorotondo,City,Locorotondo
restaurant_Ristorante Blunotte,Restaurant,Ristorante Blunotte
restaurant_Ristorante La Cantina,Restaurant,Ristorante La Cantina
restaurant_Pizzeria Casa Pinto,Restaurant,Pizzeria Casa Pinto
activity_Santa Croce Bazilikası - Lecce,Activity,Santa Croce Bazilikası - Lecce
activity_San Giuseppe Kilisesi - Lecce,Activity,San Giuseppe Kilisesi - Lecce
activity_Palazzo dei Celestini - Lecce,Activity,Palazzo dei Celestini - Lecce
activity_Sant’Oronzo Meydanı - Lecce,Activity,Sant’Oronzo Meydanı - Lecce
activity_Roma Amfi Tiyatrosu - Lecce,Activity,Roma Amfi Tiyatrosu - Lecce
activity_Trulli Evleri - Alberobello,Activity,Trulli Evleri - Alberobello
activity_Locorotondo Şehir Gezisi,Activity,Locorotondo Şehir Gezisi
activity_Monopoli Tarihi Merkezi,Activity,Monopoli Tarihi Merkezi
activity_Polignano a Mare,Activity,Polignano a Mare
activity_Domenico Modugno Heykeli - Polignano a Mare,Activity,Domenico Modugno Heykeli - Polignano a Mare
activity_Matera Kaya Evleri,Activity,Matera Kaya Evleri
activity_Matera Kiliseleri ve Mağaraları,Activity,Matera Kiliseleri ve Mağaraları
activity_Napoli Tarihi Merkezi,Activity,Napoli Tarihi Merkezi
activity_Vezüv Yanardağı,Activity,Vezüv Yanardağı
activity_Pompei Antik Kenti,Activity,Pompei Antik Kenti
trip_Alegra Benardete ile Sicilya’da Nefes_27 Ekim 2025_42,Trip,Alegra Benardete ile Sicilya’da Nefes
date_start_27 Ekim 2025,DateStart,27 Ekim 2025
date_end_31 Ekim 2025,DateEnd,31 Ekim 2025
