,start,end,type
1950,GAUDI WEEKEND 2025,BARCELONA,HAS_CITY
1951,GAUDI WEEKEND 2025,CITY BREAK,HAS_HIGHLIGHT
1952,GAUDI WEEKEND 2025,METRO,HAS_TRANSPORT
1953,GAUDI WEEKEND 2025,SPAIN,HAS_COUNTRY
1954,GOREME,AYASOFYA CAMII,HAS_ACTIVITY
1955,GOREME,BALLOON RIDE,HAS_ACTIVITY
1956,GOREME,GOREME CAVE HOTEL,HAS_HOTEL
1957,GOREME,GOREME OPEN AIR MUSEUM,HAS_ACTIVITY
1958,GOREME,KONYALI RESTAURANT,HAS_RESTAURANT
1959,GOREME,MEZE HOUSE,HAS_RESTAURANT
1960,GOREME,SULTANAHMET INN,HAS_HOTEL
1961,GOREME,SUNRISE VIEWPOINT,HAS_ACTIVITY
1962,GOREME,TOPKAPI PALACE,HAS_ACTIVITY
1963,Gamze Çuhadaroglu PROVENCE 2022,Aix-en-Provence,HAS_CITY
1964,Gamze Çuhadaroglu PROVENCE 2022,Aix-en-Provence,HAS_HIGHLIGHT
1965,Gamze Çuhadaroglu PROVENCE 2022,Arles,HAS_CITY
1966,Gamze Çuhadaroglu PROVENCE 2022,Arles,HAS_HIGHLIGHT
1967,Gamze Çuhadaroglu PROVENCE 2022,Fransa,HAS_COUNTRY
1968,Gamze Çuhadaroglu PROVENCE 2022,Fransa,HAS_HIGHLIGHT
1969,Gamze Çuhadaroglu PROVENCE 2022,Gordes,HAS_CITY
1970,Gamze Çuhadaroglu PROVENCE 2022,Marsilya,HAS_CITY
1971,Gamze Çuhadaroglu PROVENCE 2022,Marsilya,HAS_HIGHLIGHT
1972,Gamze Çuhadaroglu PROVENCE 2022,Provence,HAS_HIGHLIGHT
1973,Gamze Çuhadaroglu PROVENCE 2022,Provence içi transferler,HAS_TRANSPORT
1974,Gamze Çuhadaroglu PROVENCE 2022,Roussillon,HAS_CITY
1975,Gamze Çuhadaroglu PROVENCE 2022,İstanbul – Marsilya uçuşu (TK1367),HAS_TRANSPORT
1976,Gent,Amboise Şatosu,HAS_ACTIVITY
1977,Gent,Brugge Gezisi,HAS_ACTIVITY
1978,Gent,Cheverny Şatosu,HAS_ACTIVITY
1979,Gent,Château de Blois,HAS_ACTIVITY
1980,Gent,Château de Chambord,HAS_ACTIVITY
1981,Gent,Château de Chenonceau,HAS_ACTIVITY
1982,Gent,Clos de Lucé,HAS_ACTIVITY
1983,Gent,Gent Gezisi,HAS_ACTIVITY
1984,Gent,Hotel De Orangerie,HAS_HOTEL
1985,Gent,Hotel Dukes' Palace,HAS_HOTEL
1986,Gent,Hotel Heritage Relais Chateau,HAS_HOTEL
1987,Gent,Hotel Van Cleef,HAS_HOTEL
1988,Gent,Loire Vadisi Şarap Bağları,HAS_ACTIVITY
1989,Getaria,Biarritz Şehir Turu,HAS_ACTIVITY
1990,Getaria,Bilbao Şehir Turu,HAS_ACTIVITY
1991,Getaria,Cristóbal Balenciaga Museoa - Getaria,HAS_ACTIVITY
1992,Getaria,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,HAS_ACTIVITY
1993,Getaria,Elkano Restoran - Getaria,HAS_RESTAURANT
1994,Getaria,Gaztetape Plajı - Getaria,HAS_ACTIVITY
1995,Getaria,Getaria Balıkçı Köyü,HAS_ACTIVITY
1996,Getaria,Guggenheim Müzesi - Bilbao,HAS_ACTIVITY
1997,Getaria,Guggenheim Müzesi Restoranı - Bilbao,HAS_RESTAURANT
1998,Getaria,Hotel Villa Favorita,HAS_HOTEL
1999,Getaria,Hotel Zenit Convento San Martín,HAS_HOTEL
2000,Getaria,Hotel de Londres y de Inglaterra,HAS_HOTEL
2001,Getaria,Igueldo Tepesi - San Sebastián,HAS_ACTIVITY
2002,Getaria,Kursaal Oditoryumu - San Sebastián,HAS_ACTIVITY
2003,Getaria,La Bretxa Food Market - San Sebastián,HAS_ACTIVITY
2004,Getaria,La Concha Plajı - San Sebastián,HAS_ACTIVITY
2005,Getaria,Malkorbe Plajı - Getaria,HAS_ACTIVITY
2006,Getaria,Parte Vieja - San Sebastián,HAS_ACTIVITY
2007,Getaria,Place Louis XIV - Saint-Jean-de-Luz,HAS_ACTIVITY
2008,Getaria,Quai de l’Infante - Saint-Jean-de-Luz,HAS_ACTIVITY
2009,Getaria,Rue Gambetta - Saint-Jean-de-Luz,HAS_ACTIVITY
2010,Getaria,Rue Mazarin - Saint-Jean-de-Luz,HAS_ACTIVITY
2011,Getaria,Saint-Jean-de-Luz Plajları,HAS_ACTIVITY
2012,Getaria,San Telmo Müzesi - San Sebastián,HAS_ACTIVITY
2013,Getaria,Sanat Galerileri - Saint-Jean-de-Luz,HAS_ACTIVITY
2014,Girona,Almanac Barcelona,HAS_HOTEL
2015,Girona,BarcelonaMilona,HAS_RESTAURANT
2016,Girona,Ciutadella Park,HAS_ACTIVITY
2017,Girona,El Tribut,HAS_RESTAURANT
2018,Girona,Girona Gotik Katedrali,HAS_ACTIVITY
2019,Girona,Gotik Mahallesi,HAS_ACTIVITY
2020,Girona,La Rambla,HAS_ACTIVITY
2021,Girona,Maná 75,HAS_RESTAURANT
2022,Girona,Park Güell,HAS_ACTIVITY
2023,Girona,Plaza Catalunya,HAS_ACTIVITY
2024,Girona,Plaza España,HAS_ACTIVITY
2025,Girona,Restaurant Normal,HAS_RESTAURANT
2026,Girona,Sagrada Familia,HAS_ACTIVITY
2027,Gold Coast,Auckland Şehir Gezisi,HAS_ACTIVITY
2028,Gold Coast,Blue Mountains Gezisi,HAS_ACTIVITY
2029,Gold Coast,Flinders Chase National Park,HAS_ACTIVITY
2030,Gold Coast,Intercontinental Hotel Wellington,HAS_HOTEL
2031,Gold Coast,JW Marriott Gold Coast Resort & Spa,HAS_HOTEL
2032,Gold Coast,JW Marriott Hotel Singapore South Beach,HAS_HOTEL
2033,Gold Coast,Peppers Blue Water Resort Lake Tekapo,HAS_HOTEL
2034,Gold Coast,Pullman Rotorua,HAS_HOTEL
2035,Gold Coast,Queenstown Panoramik Gezisi,HAS_ACTIVITY
2036,Gold Coast,Seal Bay Conservation Park,HAS_ACTIVITY
2037,Gold Coast,Sydney Harbour Marriott Hotel at Circular Quay,HAS_HOTEL
2038,Gold Coast,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi,HAS_ACTIVITY
2039,Gold Coast,Sydney Opera Binası & Harbour Bridge,HAS_ACTIVITY
2040,Gold Coast,Te Puia Maori Dansı ve Gayzerler,HAS_ACTIVITY
2041,Gold Coast,The Rees Hotel & Luxury Apartments,HAS_HOTEL
2042,Gold Coast,Weta Workshop,HAS_ACTIVITY
2043,Gordes,Arles Gezisi,HAS_ACTIVITY
2044,Gordes,Arles Luma Müzesi ziyareti,HAS_ACTIVITY
2045,Gordes,Arles şehir gezisi,HAS_ACTIVITY
2046,Gordes,Chateau La Coste Art Tour,HAS_ACTIVITY
2047,Gordes,Chateau d’Estoublon,HAS_RESTAURANT
2048,Gordes,Château La Coste,HAS_RESTAURANT
2049,Gordes,Château La Coste şarap evi ve bahçeleri ziyareti,HAS_ACTIVITY
2050,Gordes,Gordes Gezisi,HAS_ACTIVITY
2051,Gordes,Gordes ve Roussillon köy gezileri,HAS_ACTIVITY
2052,Gordes,Les Baux-de-Provence Gezisi,HAS_ACTIVITY
2053,Gordes,L’Isle-sur-la-Sorgue Gezisi,HAS_ACTIVITY
2054,Gordes,Mirabeau Caddesi’nde gezinti,HAS_ACTIVITY
2055,Gordes,Provence manzaraları ve şato ziyareti,HAS_ACTIVITY
2056,Gordes,Roussillon Gezisi,HAS_ACTIVITY
2057,Gordes,Roussillon ve Gordes gezisi,HAS_ACTIVITY
2058,Gordes,Saint-Rémy-de-Provence Gezisi,HAS_ACTIVITY
2059,Gordes,Sanat atölyeleri ve butik mağazalar,HAS_ACTIVITY
2060,Gordes,Tadao Ando Café Restaurant,HAS_RESTAURANT
2061,Granada,Alcazaba,HAS_ACTIVITY
2062,Granada,Alcazar Kalesi - Córdoba,HAS_ACTIVITY
2063,Granada,Alcázar - Sevilla,HAS_ACTIVITY
2064,Granada,Altın Kule (Torre del Oro),HAS_ACTIVITY
2065,Granada,Capilla Real,HAS_ACTIVITY
2066,Granada,Carmen de los Mártires Bahçesi,HAS_ACTIVITY
2067,Granada,Casa del Rey Moro,HAS_ACTIVITY
2068,Granada,Comendadoras de Santiago,HAS_ACTIVITY
2069,Granada,Cordoba turu,HAS_ACTIVITY
2070,Granada,Dominicans of Santo Domingo,HAS_ACTIVITY
2071,Granada,El Alamillo Köprüsü,HAS_ACTIVITY
2072,Granada,El Tajo Kanyonu,HAS_ACTIVITY
2073,Granada,Elhamra Sarayı,HAS_ACTIVITY
2074,Granada,Elhamra Sarayı gezisi,HAS_ACTIVITY
2075,Granada,Fundación Rodriguez-Acosta Sanat Müzesi,HAS_ACTIVITY
2076,Granada,Generalife Bahçeleri,HAS_ACTIVITY
2077,Granada,Giralda Kulesi,HAS_ACTIVITY
2078,Granada,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)",HAS_ACTIVITY
2079,Granada,Las Granadas Kapısı,HAS_ACTIVITY
2080,Granada,Maria Luisa Parkı,HAS_ACTIVITY
2081,Granada,Mezquita Camii - Córdoba,HAS_ACTIVITY
2082,Granada,Musevi Mahallesi - Córdoba,HAS_ACTIVITY
2083,Granada,Nasrid Sarayı,HAS_ACTIVITY
2084,Granada,Partal,HAS_ACTIVITY
2085,Granada,Plaza Corredera - Córdoba,HAS_ACTIVITY
2086,Granada,Plaza de Toros - Ronda,HAS_ACTIVITY
2087,Granada,Puente Nuevo - Ronda,HAS_ACTIVITY
2088,Granada,Realejo Mahallesi,HAS_ACTIVITY
2089,Granada,Ronda Tarihi Sokakları,HAS_ACTIVITY
2090,Granada,Ronda gezisi,HAS_ACTIVITY
2091,Granada,Sevilla Katedrali,HAS_ACTIVITY
2092,Granada,Sevilla şehir turu,HAS_ACTIVITY
2093,GÜNEY AFRİKA TURU 07 – 16 ARALIK,2025-12-07,HAS_DATE_START
2094,GÜNEY AFRİKA TURU 07 – 16 ARALIK,2025-12-16,HAS_DATE_END
2095,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Cape Town,HAS_CITY
2096,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Franschhoek,HAS_CITY
2097,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Güney Afrika,HAS_COUNTRY
2098,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Kimberley,HAS_CITY
2099,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Kış,HAS_SEASON
2100,GÜNEY AFRİKA TURU 07 – 16 ARALIK,Stellenbosch,HAS_CITY
2101,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,2026-01-03,HAS_DATE_END
2102,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,2026-01-25,HAS_DATE_START
2103,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Cape Town,HAS_CITY
2104,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Franschhoek,HAS_CITY
2105,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Güney Afrika,HAS_COUNTRY
2106,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Kış,HAS_SEASON
2107,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Livingstone,HAS_CITY
2108,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Serengeti,HAS_CITY
2109,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,Zambiya,HAS_COUNTRY
2110,Güney Afrika 14-21 Kasım 2018,2018-11-14,HAS_DATE_START
2111,Güney Afrika 14-21 Kasım 2018,2018-11-21,HAS_DATE_END
2112,Güney Afrika 14-21 Kasım 2018,Cape Town,HAS_CITY
2113,Güney Afrika 14-21 Kasım 2018,Cape Town,HAS_HIGHLIGHT
2114,Güney Afrika 14-21 Kasım 2018,Güney Afrika,HAS_COUNTRY
2115,Güney Afrika 14-21 Kasım 2018,Güney Afrika,HAS_HIGHLIGHT
2116,Güney Afrika 14-21 Kasım 2018,Güney Afrika içi transferler,HAS_TRANSPORT
2117,Güney Afrika 14-21 Kasım 2018,Johannesburg,HAS_CITY
2118,Güney Afrika 14-21 Kasım 2018,Johannesburg,HAS_HIGHLIGHT
2119,Güney Afrika 14-21 Kasım 2018,Safari,HAS_HIGHLIGHT
2120,Güney Afrika 14-21 Kasım 2018,Sonbahar,HAS_SEASON
2121,Güney Afrika 14-21 Kasım 2018,Soweto,HAS_CITY
2122,Güney Afrika 14-21 Kasım 2018,Stellenbosch,HAS_CITY
2123,Güney Afrika 14-21 Kasım 2018,İstanbul – Johannesburg uçuşu (TK42),HAS_TRANSPORT
2124,Güney Afrika 22-30 Ocak,2025-01-22,HAS_DATE_START
2125,Güney Afrika 22-30 Ocak,2025-01-30,HAS_DATE_END
2126,Güney Afrika 22-30 Ocak,Cape Town,HAS_CITY
2127,Güney Afrika 22-30 Ocak,Cape Town,HAS_HIGHLIGHT
2128,Güney Afrika 22-30 Ocak,Güney Afrika,HAS_COUNTRY
2129,Güney Afrika 22-30 Ocak,Güney Afrika,HAS_HIGHLIGHT
2130,Güney Afrika 22-30 Ocak,Güney Afrika içi araç kiralama ve transferler,HAS_TRANSPORT
2131,Güney Afrika 22-30 Ocak,Johannesburg,HAS_CITY
2132,Güney Afrika 22-30 Ocak,Kış,HAS_SEASON
2133,Güney Afrika 22-30 Ocak,Marataba,HAS_CITY
2134,Güney Afrika 22-30 Ocak,Safari,HAS_HIGHLIGHT
2135,Güney Afrika 22-30 Ocak,Stellenbosch,HAS_CITY
2136,Güney Afrika 22-30 Ocak,Stellenbosch,HAS_HIGHLIGHT
2137,Güney Afrika 22-30 Ocak,İstanbul – Cape Town uçuşu (TK44),HAS_TRANSPORT
2138,Güney Afrika Gezisi - Tanju Kaya,Cape Town,HAS_CITY
2139,Güney Afrika Gezisi - Tanju Kaya,Cape Town,HAS_HIGHLIGHT
2140,Güney Afrika Gezisi - Tanju Kaya,Güney Afrika,HAS_COUNTRY
2141,Güney Afrika Gezisi - Tanju Kaya,Güney Afrika,HAS_HIGHLIGHT
2142,Güney Afrika Gezisi - Tanju Kaya,Johannesburg,HAS_CITY
2143,Güney Afrika Gezisi - Tanju Kaya,Johannesburg,HAS_HIGHLIGHT
2144,Güney Afrika Gezisi - Tanju Kaya,Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları),HAS_TRANSPORT
2145,Güney Afrika Gezisi - Tanju Kaya,Kruger,HAS_CITY
2146,Güney Afrika Gezisi - Tanju Kaya,"Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)",HAS_TRANSPORT
2147,Güney Afrika Gezisi - Tanju Kaya,Sabi Sabi,HAS_HIGHLIGHT
2148,Güney Afrika Gezisi - Tanju Kaya,Sabi Sand,HAS_CITY
2149,Güney Afrika Gezisi - Tanju Kaya,Safari,HAS_HIGHLIGHT
2150,Güney Afrika Gezisi - Tanju Kaya,V&A Waterfront,HAS_HIGHLIGHT
2151,Güney Afrika Gezisi - Tanju Kaya,"İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)",HAS_TRANSPORT
2152,Güney Afrika Gezisi - Tanju Kaya,Şehir içi ve lodge transferleri,HAS_TRANSPORT
2153,Ha Long,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY
2154,Ha Long,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY
2155,Ha Long,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT
2156,Ha Long,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
2157,Ha Long,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY
2158,Ha Long,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY
2159,Ha Long,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY
2160,Ha Long,Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT
2161,Ha Long,"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL
2162,Ha Long,"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL
2163,Ha Long,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY
2164,Ha Long,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY
2165,Ha Long,Sofitel Legend Metropole (Hanoi),HAS_HOTEL
2166,Ha Long,Violet Cruise (Ha Long Körfezi),HAS_HOTEL
2167,Ha Long,Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT
2168,Ha Long,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT
2169,Ha Long (Lan Ha Bay),Bangkok şehir turu ve alışveriş aktiviteleri,HAS_ACTIVITY
2170,Ha Long (Lan Ha Bay),Bhaya Cruise (Lan Ha Bay / Ha Long),HAS_HOTEL
2171,Ha Long (Lan Ha Bay),Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,HAS_ACTIVITY
2172,Ha Long (Lan Ha Bay),"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",HAS_ACTIVITY
2173,Ha Long (Lan Ha Bay),May de Cuisine Restaurant (Hanoi),HAS_RESTAURANT
2174,Ha Long (Lan Ha Bay),Saigon şehir turu,HAS_ACTIVITY
2175,Ha Long (Lan Ha Bay),Thien Canh Son Cave ziyareti,HAS_ACTIVITY
2176,Ha Long (Lan Ha Bay),Westlake bölgesi turu (vintage jeep ile),HAS_ACTIVITY
2177,Hahndorf,Alman Kasabası Hahndorf,HAS_ACTIVITY
2178,Hahndorf,Anayasa Limanı - Hobart,HAS_ACTIVITY
2179,Hahndorf,Anzac-Atatürk Anıtı,HAS_ACTIVITY
2180,Hahndorf,Ateş Böceği Mağarası,HAS_ACTIVITY
2181,Hahndorf,Barossa Valley Şarap Bağları,HAS_ACTIVITY
2182,Hahndorf,Brisbane Şehir Turu,HAS_ACTIVITY
2183,Hahndorf,Canberra Şehir Turu,HAS_ACTIVITY
2184,Hahndorf,Darling Harbour,HAS_ACTIVITY
2185,Hahndorf,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY
2186,Hahndorf,Franklin Meydanı - Hobart,HAS_ACTIVITY
2187,Hahndorf,Hyde Park Barracks - Sydney,HAS_ACTIVITY
2188,Hahndorf,Melbourne Müzesi,HAS_ACTIVITY
2189,Hahndorf,Mount Wellington,HAS_ACTIVITY
2190,Hahndorf,Mrs Macquarie’s Chair,HAS_ACTIVITY
2191,Hahndorf,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT
2192,Hahndorf,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY
2193,Hahndorf,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY
2194,Hahndorf,Sanat Galerisi - Melbourne,HAS_ACTIVITY
2195,Hahndorf,Sullivan’s Cove,HAS_ACTIVITY
2196,Hahndorf,Surfers Paradise - Gold Coast,HAS_ACTIVITY
2197,Hahndorf,Sydney Harbour Bridge,HAS_ACTIVITY
2198,Hahndorf,Sydney Opera House,HAS_ACTIVITY
2199,Hahndorf,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL
2200,Hahndorf,Ulusal Müze - Sydney,HAS_ACTIVITY
2201,Hahndorf,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT
2202,Hakone,Arashiyama bölgesi ziyareti,HAS_ACTIVITY
2203,Hakone,Ashinoko Gölü tekne turu,HAS_ACTIVITY
2204,Hakone,Ashinoko Tekne Gezisi,HAS_ACTIVITY
2205,Hakone,Benesse House,HAS_ACTIVITY
2206,Hakone,Benesse House,HAS_HOTEL
2207,Hakone,Chichu Sanat Müzesi,HAS_ACTIVITY
2208,Hakone,Garrya Nijo Castle Kyoto,HAS_HOTEL
2209,Hakone,Geisha & Maiko Gösterisi,HAS_ACTIVITY
2210,Hakone,Ginza,HAS_ACTIVITY
2211,Hakone,Hakone Açık Hava Müzesi,HAS_ACTIVITY
2212,Hakone,Hakone Açık Hava Müzesi ziyareti,HAS_ACTIVITY
2213,Hakone,Hakone Teleferiği,HAS_ACTIVITY
2214,Hakone,Hotel Tokyo Deluxe Double,HAS_HOTEL
2215,Hakone,Kasuga Taisha,HAS_ACTIVITY
2216,Hakone,Kinkaku-ji,HAS_ACTIVITY
2217,Hakone,Kiyomizu Tapınağı,HAS_ACTIVITY
2218,Hakone,Lee Ufan Müzesi,HAS_ACTIVITY
2219,Hakone,Meiji Shrine,HAS_ACTIVITY
2220,Hakone,Mitsui Garden Hotel,HAS_HOTEL
2221,Hakone,Monkey Park Iwatayama,HAS_ACTIVITY
2222,Hakone,Mori Sanat Müzesi ve Sky Deck ziyareti,HAS_ACTIVITY
2223,Hakone,Nakamise Alışveriş Caddesi,HAS_ACTIVITY
2224,Hakone,Nara Park,HAS_ACTIVITY
2225,Hakone,Omotesando,HAS_ACTIVITY
2226,Hakone,Osaka Kalesi ziyareti,HAS_ACTIVITY
2227,Hakone,Owakudani Vadisi,HAS_ACTIVITY
2228,Hakone,Picasso Pavilion,HAS_ACTIVITY
2229,Hakone,Picasso Pavilion sergisi,HAS_ACTIVITY
2230,Hakone,Senso-ji Tapınağı,HAS_ACTIVITY
2231,Hakone,Shinjuku Gyoen Park,HAS_ACTIVITY
2232,Hakone,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi,HAS_ACTIVITY
2233,Hakone,Takeshita Street,HAS_ACTIVITY
2234,Hakone,TeamLab Borderless ziyareti,HAS_ACTIVITY
2235,Hakone,TeamLab Planets,HAS_ACTIVITY
2236,Hakone,Tenryu-ji Tapınağı,HAS_ACTIVITY
2237,Hakone,Teshima Sanat Müzesi,HAS_ACTIVITY
2238,Hakone,Teshima Yokoo Evi,HAS_ACTIVITY
2239,Hakone,Todai-ji Tapınağı ziyareti,HAS_ACTIVITY
2240,Hakone,Tokyo şehir turu,HAS_ACTIVITY
2241,Hallstatt,Adolf Hitler’in Kartal Yuvası,HAS_ACTIVITY
2242,Hallstatt,Atlı Kızak Turu (St Wolfgang),HAS_ACTIVITY
2243,Hallstatt,Cafe Sacher Salzburg,HAS_RESTAURANT
2244,Hallstatt,Grassl Likör Fabrikası,HAS_ACTIVITY
2245,Hallstatt,Hallstatt Gezisi,HAS_ACTIVITY
2246,Hallstatt,Hotel Bristol,HAS_HOTEL
2247,Hallstatt,Hotel Goldener Hirsch,HAS_HOTEL
2248,Hallstatt,Mirabel Sarayı ve Bahçesi,HAS_ACTIVITY
2249,Hallstatt,Mozart’ın Evi,HAS_ACTIVITY
2250,Hallstatt,Noel Pazarları,HAS_ACTIVITY
2251,Hallstatt,Radisson Blu Hotel Altstadt,HAS_HOTEL
2252,Hallstatt,Residenzplatz & DomQuartier,HAS_ACTIVITY
2253,Hallstatt,Restaurant Blaue Gans Salzburg Gasthaus,HAS_RESTAURANT
2254,Hallstatt,Salzberg Dağı & Tuz Madeni Ziyareti,HAS_ACTIVITY
2255,Hallstatt,Salzbergwerk Berchtesgaden,HAS_ACTIVITY
2256,Hallstatt,Salzburg Kalesi,HAS_ACTIVITY
2257,Halong,Banteay Srei ve Banteay Samre tapınakları ziyareti,HAS_ACTIVITY
2258,Halong,Ben Thanh Market ziyareti,HAS_ACTIVITY
2259,Halong,Cu Chi Tünelleri gezisi,HAS_ACTIVITY
2260,Halong,Halong Bay tekne turu,HAS_ACTIVITY
2261,Halong,Hanoi şehir turu,HAS_ACTIVITY
2262,Halong,Ho Chi Minh City şehir turu,HAS_ACTIVITY
2263,Halong,Hoi An yürüyüş turu,HAS_ACTIVITY
2264,Halong,Intercontinental Danang,HAS_HOTEL
2265,Halong,Ngoc Son Pagoda ziyareti,HAS_ACTIVITY
2266,Halong,Paradise Luxury Halong,HAS_HOTEL
2267,Halong,Park Hyatt Saigon,HAS_HOTEL
2268,Halong,Siem Reap Angkor Wat ziyareti,HAS_ACTIVITY
2269,Halong,Sofitel Legend Metropole Hanoi,HAS_HOTEL
2270,Halong,Ta Prohm Tapınağı ziyareti,HAS_ACTIVITY
2271,Halong,Temple of Literature ziyareti,HAS_ACTIVITY
2272,Halong,Tonle Sap Gölü yüzen köy ziyareti,HAS_ACTIVITY
2273,Halong,War Remnants Museum ziyareti,HAS_ACTIVITY
2274,Halong,Water Puppet gösterisi,HAS_ACTIVITY
2275,Hanoi,"Anantara Golden Triangle, Chiang Rai",HAS_HOTEL
2276,Hanoi,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,HAS_ACTIVITY
2277,Hanoi,Bangkok şehir turu ve alışveriş aktiviteleri,HAS_ACTIVITY
2278,Hanoi,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",HAS_ACTIVITY
2279,Hanoi,Banteay Srei ve Banteay Samre tapınakları ziyareti,HAS_ACTIVITY
2280,Hanoi,Ben Thanh Market ziyareti,HAS_ACTIVITY
2281,Hanoi,Bhaya Cruise (Lan Ha Bay / Ha Long),HAS_HOTEL
2282,Hanoi,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",HAS_ACTIVITY
2283,Hanoi,Cu Chi Tünelleri gezisi,HAS_ACTIVITY
2284,Hanoi,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,HAS_ACTIVITY
2285,Hanoi,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY
2286,Hanoi,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY
2287,Hanoi,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT
2288,Hanoi,Halong Bay tekne turu,HAS_ACTIVITY
2289,Hanoi,Hanoi By Night turu,HAS_ACTIVITY
2290,Hanoi,Hanoi şehir turu,HAS_ACTIVITY
2291,Hanoi,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
2292,Hanoi,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
2293,Hanoi,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",HAS_ACTIVITY
2294,Hanoi,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY
2295,Hanoi,Ho Chi Minh City şehir turu,HAS_ACTIVITY
2296,Hanoi,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY
2297,Hanoi,Hoi An yürüyüş turu,HAS_ACTIVITY
2298,Hanoi,Intercontinental Danang,HAS_HOTEL
2299,Hanoi,"Mandarin Oriental, Bangkok",HAS_HOTEL
2300,Hanoi,May de Cuisine Restaurant (Hanoi),HAS_RESTAURANT
2301,Hanoi,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY
